Airdate,Animation,Animation Supervisor,Copyright year,Creative,Episode ?,Guest(s),Line Producer,Main,Next,Previous,Production code,Running time,Season ?,Sister episode(s),Storyboard,Storyboard Artist(s),Supervising,Supervising Producer(s),Technical,U.S. premiere time (ET),U.S. viewers (millions),Writer(s),characters,title
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Chris Mitchell,,,,10:15 am,2.94,Peter Burns,Incidental 68,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Chris Mitchell,,,,10:15 am,2.94,Peter Burns,Incidental 69,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Chris Mitchell,,,,10:15 am,2.94,Peter Burns,Incidental 70,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Chris Mitchell,,,,10:15 am,2.94,Peter Burns,Incidental 71,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Chris Mitchell,,,,10:15 am,2.94,Peter Burns,Harris,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,SpongeBob SquarePants,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Squidward Tentacles,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Bubble Bass,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Eugene H. Krabs,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Gary the Snail,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidentals,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Troutenheimer,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 2,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 3,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Steven,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,John,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Tom,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 7,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 8,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 9,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 10,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Priscilla,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 13,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 14,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 15,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 17,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 18,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 20,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 21,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Carol,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 25,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 27,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 30,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 31,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 35,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Harold,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 42,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Judy,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Sadie,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 48,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 49,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 60,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 61,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 62,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 63,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 64,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Billy,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 67,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 68,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 69,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 70,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Incidental 71,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Steve Fonti,Harris,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,SpongeBob SquarePants,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Squidward Tentacles,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Bubble Bass,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Eugene H. Krabs,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Gary the Snail,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidentals,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Troutenheimer,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 2,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 3,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Steven,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,John,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Tom,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 7,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 8,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 9,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 10,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Priscilla,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 13,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 14,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 15,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 17,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 18,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 20,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 21,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Carol,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 25,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 27,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 30,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 31,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 35,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Harold,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 42,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Judy,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Sadie,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 48,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 49,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 60,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 61,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 62,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 63,Pickles
"August 21, 1999",Tom Yasumi,,1999,Derek Drymon,6b,,,,Hall Monitor,Mermaid Man and Barnacle Boy,2515-111,"10 minutes, 50 seconds",1,Mermaid Man and Barnacle Boy,Steve Fonti,Jay Lender,,,,10:15 am,2.94,Chris Mitchell,Incidental 64,Pickles
